request_id,is_unsafe,lang_match,payload_length,num_special_chars,url_depth,final_score,classification
5556,1.0,0.0,73.0,0.0,5.0,0.79,Further Inspection ⚠️
7130,1.0,0.0,56.0,0.0,5.0,0.79,Further Inspection ⚠️
4104,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
3936,0.0,1.0,260.0,0.0,5.0,0.9,Bypassable ✅
7198,1.0,0.0,64.0,0.0,5.0,0.79,Further Inspection ⚠️
398,0.0,1.0,247.0,0.0,5.0,0.9,Bypassable ✅
2287,0.0,1.0,249.0,0.0,5.0,0.9,Bypassable ✅
3673,0.0,1.0,65.0,0.0,5.0,0.9,Bypassable ✅
937,0.0,1.0,68.0,0.0,5.0,0.9,Bypassable ✅
2586,0.0,1.0,68.0,0.0,5.0,0.9,Bypassable ✅
7432,1.0,1.0,44.0,0.0,5.0,1.69,Bypassable ✅
9408,1.0,1.0,64.0,0.0,5.0,1.69,Bypassable ✅
10227,1.0,1.0,279.0,0.0,5.0,1.69,Bypassable ✅
9770,1.0,1.0,76.0,0.0,5.0,1.69,Bypassable ✅
35,0.0,1.0,243.0,0.0,5.0,0.9,Bypassable ✅
8825,1.0,1.0,138.0,0.0,5.0,1.69,Bypassable ✅
5250,1.0,1.0,133.0,0.0,5.0,1.69,Bypassable ✅
4123,0.0,1.0,252.0,0.0,5.0,0.9,Bypassable ✅
518,0.0,0.0,257.0,0.0,5.0,0.0,Blocked ❌
1516,0.0,1.0,257.0,0.0,5.0,0.9,Bypassable ✅
399,0.0,1.0,249.0,0.0,5.0,0.9,Bypassable ✅
39,0.0,1.0,270.0,0.0,5.0,0.9,Bypassable ✅
3790,0.0,0.0,242.0,0.0,5.0,0.0,Blocked ❌
7559,1.0,0.0,12.0,0.0,5.0,0.79,Further Inspection ⚠️
7077,1.0,0.0,46.0,0.0,5.0,0.79,Further Inspection ⚠️
6814,1.0,0.0,6.0,0.0,5.0,0.79,Further Inspection ⚠️
2391,0.0,1.0,234.0,0.0,5.0,0.9,Bypassable ✅
251,0.0,1.0,237.0,0.0,5.0,0.9,Bypassable ✅
5698,1.0,1.0,99.0,0.0,5.0,1.69,Bypassable ✅
4836,1.0,0.0,89.0,0.0,5.0,0.79,Further Inspection ⚠️
14,0.0,1.0,64.0,0.0,5.0,0.9,Bypassable ✅
2453,0.0,1.0,67.0,0.0,5.0,0.9,Bypassable ✅
9237,1.0,1.0,251.0,0.0,5.0,1.69,Bypassable ✅
9802,1.0,1.0,41.0,0.0,5.0,1.69,Bypassable ✅
8788,1.0,1.0,177.0,0.0,5.0,1.69,Bypassable ✅
360,0.0,1.0,242.0,0.0,5.0,0.9,Bypassable ✅
5709,1.0,1.0,99.0,0.0,5.0,1.69,Bypassable ✅
9821,1.0,1.0,51.0,0.0,5.0,1.69,Bypassable ✅
9117,1.0,1.0,70.0,0.0,5.0,1.69,Bypassable ✅
6649,1.0,0.0,96.0,0.0,5.0,0.79,Further Inspection ⚠️
6152,0.0,1.0,244.0,0.0,5.0,0.9,Bypassable ✅
8971,1.0,1.0,77.0,0.0,5.0,1.69,Bypassable ✅
8494,1.0,1.0,63.0,0.0,5.0,1.69,Bypassable ✅
7039,1.0,1.0,68.0,0.0,5.0,1.69,Bypassable ✅
1593,0.0,1.0,59.0,0.0,5.0,0.9,Bypassable ✅
510,0.0,1.0,254.0,0.0,5.0,0.9,Bypassable ✅
6280,1.0,1.0,149.0,0.0,5.0,1.69,Bypassable ✅
9682,1.0,1.0,41.0,0.0,5.0,1.69,Bypassable ✅
10480,1.0,1.0,71.0,0.0,5.0,1.69,Bypassable ✅
4847,1.0,1.0,102.0,0.0,5.0,1.69,Bypassable ✅
1747,0.0,1.0,240.0,0.0,5.0,0.9,Bypassable ✅
1247,0.0,1.0,247.0,0.0,5.0,0.9,Bypassable ✅
7204,1.0,0.0,46.0,0.0,5.0,0.79,Further Inspection ⚠️
2859,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
4629,1.0,0.0,55.0,0.0,5.0,0.79,Further Inspection ⚠️
10330,1.0,0.0,9.0,0.0,5.0,0.79,Further Inspection ⚠️
10029,1.0,1.0,65.0,0.0,5.0,1.69,Bypassable ✅
5402,1.0,1.0,262.0,0.0,5.0,1.69,Bypassable ✅
8067,1.0,0.0,99.0,0.0,5.0,0.79,Further Inspection ⚠️
8807,1.0,1.0,171.0,0.0,5.0,1.69,Bypassable ✅
7338,1.0,1.0,123.0,0.0,5.0,1.69,Bypassable ✅
4486,1.0,1.0,115.0,0.0,5.0,1.69,Bypassable ✅
6855,1.0,0.0,46.0,0.0,5.0,0.79,Further Inspection ⚠️
2487,0.0,1.0,74.0,0.0,5.0,0.9,Bypassable ✅
10340,1.0,1.0,239.0,0.0,5.0,1.69,Bypassable ✅
2903,0.0,1.0,71.0,0.0,5.0,0.9,Bypassable ✅
4191,0.0,1.0,62.0,0.0,5.0,0.9,Bypassable ✅
9797,1.0,1.0,75.0,0.0,5.0,1.69,Bypassable ✅
10465,1.0,1.0,41.0,0.0,5.0,1.69,Bypassable ✅
7465,1.0,0.0,93.0,0.0,5.0,0.79,Further Inspection ⚠️
2692,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
592,0.0,1.0,253.0,0.0,5.0,0.9,Bypassable ✅
4614,1.0,1.0,119.0,0.0,5.0,1.69,Bypassable ✅
2030,0.0,1.0,71.0,0.0,5.0,0.9,Bypassable ✅
1584,0.0,1.0,243.0,0.0,5.0,0.9,Bypassable ✅
9611,1.0,0.0,263.0,0.0,5.0,0.79,Further Inspection ⚠️
7217,1.0,0.0,20.0,0.0,5.0,0.79,Further Inspection ⚠️
8136,1.0,1.0,173.0,0.0,5.0,1.69,Bypassable ✅
1766,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
6143,0.0,1.0,71.0,0.0,5.0,0.9,Bypassable ✅
1509,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
5431,1.0,1.0,127.0,0.0,5.0,1.69,Bypassable ✅
439,0.0,1.0,249.0,0.0,5.0,0.9,Bypassable ✅
5358,1.0,0.0,52.0,0.0,5.0,0.79,Further Inspection ⚠️
6013,0.0,1.0,58.0,0.0,5.0,0.9,Bypassable ✅
4609,1.0,1.0,314.0,0.0,5.0,1.69,Bypassable ✅
7502,1.0,1.0,274.0,0.0,5.0,1.69,Bypassable ✅
8809,1.0,1.0,326.0,0.0,5.0,1.69,Bypassable ✅
1746,0.0,1.0,239.0,0.0,5.0,0.9,Bypassable ✅
3776,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
3413,0.0,1.0,269.0,0.0,5.0,0.9,Bypassable ✅
3745,0.0,1.0,63.0,0.0,5.0,0.9,Bypassable ✅
3749,0.0,1.0,59.0,0.0,5.0,0.9,Bypassable ✅
8372,1.0,0.0,14.0,0.0,5.0,0.79,Further Inspection ⚠️
1453,0.0,1.0,64.0,0.0,5.0,0.9,Bypassable ✅
4012,0.0,1.0,71.0,0.0,5.0,0.9,Bypassable ✅
8310,1.0,1.0,335.0,0.0,5.0,1.69,Bypassable ✅
6594,1.0,1.0,77.0,0.0,5.0,1.69,Bypassable ✅
4907,1.0,0.0,25.0,0.0,5.0,0.79,Further Inspection ⚠️
3855,0.0,1.0,64.0,0.0,5.0,0.9,Bypassable ✅
8481,1.0,1.0,281.0,0.0,5.0,1.69,Bypassable ✅
3527,0.0,1.0,58.0,0.0,5.0,0.9,Bypassable ✅
2406,0.0,1.0,256.0,0.0,5.0,0.9,Bypassable ✅
7586,1.0,1.0,250.0,0.0,5.0,1.69,Bypassable ✅
4533,1.0,1.0,76.0,0.0,5.0,1.69,Bypassable ✅
533,0.0,1.0,253.0,0.0,5.0,0.9,Bypassable ✅
6968,1.0,1.0,69.0,0.0,5.0,1.69,Bypassable ✅
4483,1.0,1.0,308.0,0.0,5.0,1.69,Bypassable ✅
900,0.0,1.0,71.0,0.0,5.0,0.9,Bypassable ✅
3753,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
6105,0.0,1.0,74.0,0.0,5.0,0.9,Bypassable ✅
2748,0.0,1.0,37.0,0.0,5.0,0.9,Bypassable ✅
9024,1.0,1.0,75.0,0.0,5.0,1.69,Bypassable ✅
9677,1.0,1.0,239.0,0.0,5.0,1.69,Bypassable ✅
7671,1.0,1.0,43.0,0.0,5.0,1.69,Bypassable ✅
4999,1.0,0.0,96.0,0.0,5.0,0.79,Further Inspection ⚠️
2974,0.0,1.0,60.0,0.0,5.0,0.9,Bypassable ✅
8192,1.0,1.0,58.0,0.0,5.0,1.69,Bypassable ✅
3883,0.0,1.0,239.0,0.0,5.0,0.9,Bypassable ✅
1056,0.0,1.0,251.0,0.0,5.0,0.9,Bypassable ✅
9226,1.0,1.0,76.0,0.0,5.0,1.69,Bypassable ✅
7324,1.0,1.0,43.0,0.0,5.0,1.69,Bypassable ✅
1775,0.0,1.0,60.0,0.0,5.0,0.9,Bypassable ✅
6920,1.0,0.0,46.0,0.0,5.0,0.79,Further Inspection ⚠️
1576,0.0,1.0,258.0,0.0,5.0,0.9,Bypassable ✅
1963,0.0,1.0,238.0,0.0,5.0,0.9,Bypassable ✅
2855,0.0,1.0,245.0,0.0,5.0,0.9,Bypassable ✅
2157,0.0,1.0,69.0,0.0,5.0,0.9,Bypassable ✅
9791,1.0,1.0,255.0,0.0,5.0,1.69,Bypassable ✅
1494,0.0,1.0,277.0,0.0,5.0,0.9,Bypassable ✅
9488,1.0,1.0,41.0,0.0,5.0,1.69,Bypassable ✅
6209,1.0,1.0,105.0,0.0,5.0,1.69,Bypassable ✅
7387,1.0,1.0,44.0,0.0,5.0,1.69,Bypassable ✅
4681,1.0,1.0,110.0,0.0,5.0,1.69,Bypassable ✅
1501,0.0,1.0,68.0,0.0,5.0,0.9,Bypassable ✅
2492,0.0,1.0,274.0,0.0,5.0,0.9,Bypassable ✅
6006,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
318,0.0,1.0,243.0,0.0,5.0,0.9,Bypassable ✅
5896,0.0,1.0,59.0,0.0,5.0,0.9,Bypassable ✅
3963,0.0,1.0,256.0,0.0,5.0,0.9,Bypassable ✅
2836,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
7573,1.0,1.0,242.0,0.0,5.0,1.69,Bypassable ✅
10101,1.0,1.0,67.0,0.0,5.0,1.69,Bypassable ✅
9043,1.0,0.0,75.0,0.0,5.0,0.79,Further Inspection ⚠️
8593,1.0,1.0,177.0,0.0,5.0,1.69,Bypassable ✅
5487,1.0,1.0,85.0,0.0,5.0,1.69,Bypassable ✅
9658,1.0,1.0,70.0,0.0,5.0,1.69,Bypassable ✅
1245,0.0,1.0,256.0,0.0,5.0,0.9,Bypassable ✅
1022,0.0,1.0,63.0,0.0,5.0,0.9,Bypassable ✅
2238,0.0,1.0,231.0,0.0,5.0,0.9,Bypassable ✅
9277,1.0,1.0,36.0,0.0,5.0,1.69,Bypassable ✅
3060,0.0,1.0,250.0,0.0,5.0,0.9,Bypassable ✅
135,0.0,1.0,270.0,0.0,5.0,0.9,Bypassable ✅
487,0.0,1.0,251.0,0.0,5.0,0.9,Bypassable ✅
8615,1.0,1.0,56.0,0.0,5.0,1.69,Bypassable ✅
6135,0.0,1.0,242.0,0.0,5.0,0.9,Bypassable ✅
4779,1.0,1.0,327.0,0.0,5.0,1.69,Bypassable ✅
3428,0.0,1.0,223.0,0.0,5.0,0.9,Bypassable ✅
3842,0.0,1.0,75.0,0.0,5.0,0.9,Bypassable ✅
5678,1.0,1.0,326.0,0.0,5.0,1.69,Bypassable ✅
10346,1.0,1.0,77.0,0.0,5.0,1.69,Bypassable ✅
694,0.0,1.0,264.0,0.0,5.0,0.9,Bypassable ✅
3463,0.0,1.0,38.0,0.0,5.0,0.9,Bypassable ✅
1068,0.0,1.0,251.0,0.0,5.0,0.9,Bypassable ✅
9836,1.0,1.0,41.0,0.0,5.0,1.69,Bypassable ✅
9825,1.0,1.0,72.0,0.0,5.0,1.69,Bypassable ✅
5284,1.0,0.0,118.0,0.0,5.0,0.79,Further Inspection ⚠️
9602,1.0,1.0,240.0,0.0,5.0,1.69,Bypassable ✅
5081,1.0,1.0,567.0,0.0,5.0,1.69,Bypassable ✅
914,0.0,1.0,65.0,0.0,5.0,0.9,Bypassable ✅
10433,1.0,1.0,74.0,0.0,5.0,1.69,Bypassable ✅
1123,0.0,1.0,241.0,0.0,5.0,0.9,Bypassable ✅
8153,1.0,1.0,138.0,0.0,5.0,1.69,Bypassable ✅
1183,0.0,1.0,65.0,0.0,5.0,0.9,Bypassable ✅
927,0.0,1.0,68.0,0.0,5.0,0.9,Bypassable ✅
483,0.0,1.0,249.0,0.0,5.0,0.9,Bypassable ✅
9641,1.0,0.0,274.0,0.0,5.0,0.79,Further Inspection ⚠️
4317,0.0,1.0,59.0,0.0,5.0,0.9,Bypassable ✅
1112,0.0,1.0,62.0,0.0,5.0,0.9,Bypassable ✅
8029,1.0,1.0,48.0,0.0,5.0,1.69,Bypassable ✅
3519,0.0,1.0,74.0,0.0,5.0,0.9,Bypassable ✅
1208,0.0,1.0,74.0,0.0,5.0,0.9,Bypassable ✅
10627,1.0,1.0,41.0,0.0,5.0,1.69,Bypassable ✅
8312,1.0,1.0,309.0,0.0,5.0,1.69,Bypassable ✅
1793,0.0,1.0,232.0,0.0,5.0,0.9,Bypassable ✅
2523,0.0,1.0,274.0,0.0,5.0,0.9,Bypassable ✅
8253,1.0,0.0,306.0,0.0,5.0,0.79,Further Inspection ⚠️
6334,1.0,1.0,311.0,0.0,5.0,1.69,Bypassable ✅
7328,1.0,1.0,44.0,0.0,5.0,1.69,Bypassable ✅
10527,1.0,1.0,41.0,0.0,5.0,1.69,Bypassable ✅
8868,1.0,1.0,70.0,0.0,5.0,1.69,Bypassable ✅
6636,1.0,1.0,302.0,0.0,5.0,1.69,Bypassable ✅
2012,0.0,1.0,67.0,0.0,5.0,0.9,Bypassable ✅
8628,1.0,1.0,103.0,0.0,5.0,1.69,Bypassable ✅
7273,1.0,1.0,54.0,0.0,5.0,1.69,Bypassable ✅
10523,1.0,1.0,74.0,0.0,5.0,1.69,Bypassable ✅
5792,1.0,1.0,105.0,0.0,5.0,1.69,Bypassable ✅
3043,0.0,1.0,74.0,0.0,5.0,0.9,Bypassable ✅
