url,label,label_y,is_unsafe,payload_length,num_special_chars,url_depth,probability,lang_match,precision_m1,recall_m1,fpr_m1,fnr_m1,confidence_m2,detected_language_confidence,detected_language
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,67,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.888337493,javascript
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,72,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.482548892,txt
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,68,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.881541133,javascript
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,68,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.556595385,javascript
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,70,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.635193825,javascript
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,71,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.8590042,javascript
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,71,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.8590042,javascript
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,70,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.501706302,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,262,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.855899334,javascript
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,71,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.959223807,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,243,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.64680475,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,266,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.837504804,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,262,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.603099942,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,267,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.717030823,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,270,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.706314087,javascript
http://localhost:8080/tienda1/publico/anadir.jsp,0,0,0,270,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.706314087,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,267,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.499406278,txt
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,268,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.770111144,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,280,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.624247432,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,283,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.714387536,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,289,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.526817083,html
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,233,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.627646744,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,301,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.69500494,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,231,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.847153246,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,238,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.897485256,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,238,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.471477836,txt
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,240,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.755805373,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,237,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.608893394,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,241,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.574274182,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,244,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.578552604,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,248,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.82728827,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,245,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.929609537,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,244,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.720432937,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,248,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.728573382,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,247,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.490799069,txt
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,245,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.581250966,html
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,248,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.648267865,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,244,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.870501697,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,245,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.59562254,html
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,249,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.495178729,txt
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,253,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.733787417,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,253,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.544672132,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,245,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.59562254,html
http://localhost:8080/tienda1/publico/anadir.jsp,0,0,0,249,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.495178729,txt
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,248,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.683779895,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,250,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.583639085,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,248,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.819308579,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,254,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.917659879,javascript
http://localhost:8080/tienda1/publico/anadir.jsp,0,0,0,248,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.683779895,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,253,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.586027443,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,254,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.556802511,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,256,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.75508821,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,252,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.8464306,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,252,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.84435308,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,257,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.851397872,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,251,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.488839775,txt
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,253,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.789397597,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,253,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.480105937,txt
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,254,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.493394703,txt
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,258,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.884522855,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,256,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.626554728,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,255,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.587070227,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,251,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.609784663,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,253,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.664096594,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,258,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.866213739,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,254,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.506963313,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,256,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.525510788,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,254,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.661442995,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,260,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.632321477,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,254,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.848675489,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,258,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.866213739,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,257,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.574323237,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,261,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.621533275,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,259,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.865622401,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,259,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.751942575,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,257,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.497522116,txt
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,259,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.583197653,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,258,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.650066793,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,263,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.349459589,txt
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,257,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.800569534,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,261,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.801098943,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,263,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.612937808,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,266,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.835557103,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,260,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.75822413,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,260,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.559831083,html
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,258,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.57426703,html
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,260,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.946042299,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,259,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.820747137,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,265,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.625731111,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,263,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.87000668,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,261,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.766044319,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,261,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.697193742,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,259,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.820747137,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,262,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.721461058,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,260,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.821759582,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,262,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.682788312,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,261,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.66527462,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,261,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.555747867,html
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,265,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.677609384,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,264,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.894675136,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,260,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.665002763,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,266,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.757932961,javascript
http://localhost:8080/tienda1/publico/anadir.jsp,0,0,0,264,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.894675136,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,265,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.563123882,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,267,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.778654754,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,267,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.723952293,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,271,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.888041914,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,272,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.809769332,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,270,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.812178493,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,268,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.663098633,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,270,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.621693313,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,268,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.885206401,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,268,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.745728791,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,275,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.74058944,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,273,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.52167654,html
http://localhost:8080/tienda1/publico/anadir.jsp,0,0,0,275,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.74058944,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,270,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.729128361,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,279,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.672823668,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,283,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.821998894,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,285,0,5,0.5,0,0.9997,0.9982,0.000104888,0.001842105,0.5,0.493416756,txt
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,279,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.672823668,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,282,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.734072208,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,278,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.824011862,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,282,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.544386923,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,284,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.587108374,html
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,284,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.845398188,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,286,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.74866426,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,294,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.634761035,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,221,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.945946276,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,222,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.567094505,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,229,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.856850743,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,225,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.511655569,html
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,222,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.84208101,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,222,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.84208101,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,223,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.735381782,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,224,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.651364446,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,227,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.766501963,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,225,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.632912219,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,227,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.820223272,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,228,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.821884215,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,230,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.854917765,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,235,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.866816223,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,231,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.781472385,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,228,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.915441096,javascript
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,230,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.639236987,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,232,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.52202636,javascript
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,232,0,5,0.5,1,0.9997,0.9982,0.000104888,0.001842105,0.5,0.921221197,javascript
